enrolment_id,total_interaction_percent,total_attendance_percent,topic_one_percent,topic_two_percent,topic_three_percent,topic_four_percent,total_assessment_score_percent,gpa
6409972,42,69,52,6,34,6,45,3
7175511,66,65,26,99,44,70,62,4
7536758,28,65,32,3,16,18,32,2
8988536,31,27,36,77,91,11,35,2
6662960,39,68,99,40,76,21,56,4
7808821,33,38,53,65,13,21,36,2
7847989,71,50,15,55,31,0,52,4
5779976,78,67,88,17,46,60,65,5
6170481,68,39,78,49,65,18,55,4
6596318,40,53,55,48,8,30,41,2
8157707,32,34,76,94,43,78,44,2
5164180,62,53,15,15,17,78,46,3
5574113,56,66,49,96,95,51,62,4
6444670,33,52,85,92,4,80,50,4
8024727,62,52,58,1,20,5,45,3
5331320,84,61,37,10,42,18,58,4
5867286,23,63,76,11,68,1,41,2
8086886,43,36,87,33,1,10,38,2
9159771,34,40,68,21,86,24,41,2
8353173,52,71,55,80,19,48,56,4
9070468,47,26,75,12,67,0,36,2
9349992,39,56,32,0,66,69,48,3
8332525,51,45,91,88,68,36,53,4
8946378,53,52,88,85,73,16,56,4
9550039,50,42,62,23,20,64,41,2
6169061,11,59,99,90,26,11,42,2
6303863,42,48,81,31,43,71,50,4
7102376,24,53,84,51,39,79,47,3
8702057,22,54,67,30,1,36,37,2
6561917,66,54,22,27,5,42,47,3
8503594,73,30,97,8,66,36,50,4
8953890,10,55,20,29,29,91,32,2
9266141,55,52,58,31,98,86,60,4
5493136,79,33,4,8,10,97,46,3
6846297,70,56,1,80,83,9,54,4
9957651,16,45,73,94,70,92,48,3
7056805,74,60,73,20,34,93,62,4
7584356,33,52,65,83,15,26,46,3
9441211,66,42,14,53,2,6,46,3
9720392,48,48,98,12,85,16,51,4
6609474,56,56,17,16,3,31,41,2
7321251,46,48,3,4,44,6,36,2
8579993,43,64,68,97,22,56,58,4
9738426,49,68,4,18,25,80,51,4
5886146,75,40,51,42,16,49,53,4
6777283,28,57,85,19,78,20,45,3
7003906,33,41,88,37,1,5,35,2
5542666,77,56,6,40,75,25,55,4
6424722,63,59,41,27,20,52,52,4
7358768,51,62,57,23,44,80,54,4
7792275,53,54,72,59,90,93,62,4
6542586,9,60,79,39,64,45,41,2
7969972,52,68,63,46,43,26,55,4
9905904,64,37,22,83,56,59,52,4
6965849,30,46,59,98,98,32,47,3
8469392,23,57,83,52,55,80,51,4
8951458,56,56,22,2,69,2,46,3
6137219,48,40,55,1,8,12,35,2
7089729,27,51,96,20,17,43,37,2
9629858,23,51,7,27,31,73,37,2
5530951,41,57,71,77,55,69,55,4
5601875,92,59,13,86,21,55,65,5
7078821,77,50,69,90,13,53,59,4
8024438,42,37,22,2,24,39,32,2
5611211,37,67,13,71,3,32,46,3
6747721,55,47,44,85,22,93,55,4
6816625,42,63,2,11,58,77,47,3
5032530,67,71,42,82,0,0,56,4
6193455,45,53,74,45,0,43,46,3
6357160,50,48,11,38,78,11,42,2
7240349,15,61,98,84,62,43,50,4
6967907,47,33,10,19,87,20,35,2
7156417,30,48,3,69,83,89,45,3
8870777,51,47,74,69,82,98,58,4
9732710,25,42,16,9,78,61,33,2
5974950,41,61,10,76,22,17,44,2
7196790,41,49,30,16,74,78,48,3
7364064,36,33,31,4,97,75,39,2
8279444,84,39,58,45,53,39,56,4
6120486,23,46,58,10,62,83,39,2
7278520,63,54,49,14,45,64,52,4
9189903,43,58,59,39,0,43,48,3
9371915,82,47,93,28,43,50,59,4
5317836,50,44,61,0,24,0,36,2
6668078,54,37,44,29,72,40,44,2
8506260,48,55,45,19,53,85,51,4
6587124,44,52,2,96,84,56,55,4
8269884,24,72,52,34,74,25,44,2
9139504,25,41,0,14,6,42,26,2
8459959,73,43,82,85,65,82,63,4
8646410,51,45,48,60,34,56,50,4
8668577,46,52,67,91,81,13,54,4
6110740,60,43,21,40,23,83,48,3
6132275,15,43,3,90,71,12,33,2
8382553,74,72,14,83,99,24,67,5
5130131,70,43,83,36,27,12,47,3
6875164,15,57,62,96,13,43,42,2
7178690,63,66,11,7,50,35,47,3
7680500,45,52,83,4,47,80,47,3
6628966,33,13,67,94,4,32,29,2
7019205,39,59,95,97,85,16,57,4
7513311,30,45,90,70,34,59,44,2
8085263,37,57,69,67,13,13,42,2
9098729,10,58,64,49,13,85,41,2
9481412,27,53,62,62,61,58,48,3
5399084,38,32,5,27,39,12,33,2
7356134,24,46,68,88,32,54,41,2
8760846,57,59,93,33,51,19,52,4
9307739,54,50,47,70,55,6,48,3
5462319,90,36,67,0,27,5,51,4
7663490,78,47,4,43,69,35,55,4
8340435,68,65,48,13,65,92,65,5
5812926,80,50,79,0,85,37,58,4
7206402,60,52,99,68,6,25,52,4
8879684,35,52,79,13,50,50,46,3
8954980,55,37,39,3,71,77,43,2
6618838,53,41,60,65,31,44,48,3
6663086,12,38,4,28,77,20,27,2
9824795,63,62,28,59,55,21,53,4
6948323,27,57,95,31,89,13,46,3
7372828,41,19,89,58,23,39,35,2
9915737,29,29,64,8,84,28,35,2
6028290,61,50,46,97,12,54,57,4
8233847,7,77,87,77,65,2,48,3
9450316,50,63,80,4,88,6,54,4
7477320,57,65,71,97,99,6,60,4
7944268,67,51,99,76,65,79,67,5
9739993,47,57,33,82,51,57,55,4
6277376,20,35,28,61,98,5,32,2
8275071,82,47,26,5,20,51,50,4
8378283,58,50,74,66,9,41,48,3
6112455,72,47,99,80,25,76,62,4
6883835,31,47,66,63,98,82,50,4
7461924,64,48,52,86,77,91,63,4
9028828,49,68,83,40,79,57,61,4
7459748,36,57,75,99,58,74,52,4
8216636,68,28,26,96,26,56,52,4
8913615,59,54,1,75,24,80,52,4
9235569,74,64,63,72,16,49,57,4
5451421,42,59,60,75,22,73,49,3
9451143,26,53,93,49,0,74,43,2
9663410,85,51,74,60,53,7,59,4
6005101,49,41,0,69,98,62,51,4
6631244,26,69,53,92,36,2,46,3
6660183,52,59,94,56,77,32,57,4
7919317,60,34,26,72,62,28,45,3
6558561,15,55,89,30,8,29,35,2
6819257,49,35,87,32,3,28,41,2
7386048,50,66,7,42,61,93,53,4
7521047,71,59,26,29,54,53,56,4
6384546,67,61,92,64,79,79,68,5
6387109,38,45,2,60,38,97,45,3
7455969,41,69,58,69,9,90,57,4
8337787,43,51,96,9,91,1,46,3
7179101,18,32,19,21,6,33,26,2
8499841,43,49,75,41,2,98,51,4
8565543,34,50,56,92,83,51,51,4
8446403,27,38,46,37,17,75,34,2
8509511,3,61,83,53,19,42,39,2
9278689,52,62,15,47,43,36,47,3
8115983,64,47,94,55,40,8,51,4
8374554,83,55,1,84,69,99,67,5
8384136,41,45,26,13,37,89,41,2
9275108,40,71,30,84,89,99,63,4
7158163,69,31,37,17,50,26,46,3
7246895,55,51,8,37,95,43,52,4
7318316,47,53,72,68,37,1,45,3
9249889,66,57,7,46,26,23,53,4
7397871,59,50,21,82,22,59,51,4
7485675,47,46,5,20,16,27,35,2
8780645,63,58,34,78,23,65,53,4
6043083,98,59,7,81,23,37,65,5
7257938,46,49,64,37,34,55,47,3
7339845,60,50,12,76,67,46,53,4
7837914,56,30,13,91,68,85,50,4
5684219,37,53,46,10,96,2,44,2
6256557,55,62,64,76,10,90,60,4
7087644,73,47,28,1,7,32,46,3
9801533,67,59,39,51,49,92,62,4
6142966,51,58,18,60,51,89,56,4
6834476,5,61,15,47,34,63,36,2
8585620,53,39,34,44,62,93,51,4
5227824,92,42,70,44,79,73,67,5
8513943,45,70,70,99,97,68,67,5
8789830,80,41,44,63,96,79,62,4
9795984,85,34,99,54,2,33,54,4
5080907,19,69,93,64,87,72,56,4
6285294,79,61,68,56,72,0,62,4
9379971,45,55,91,3,84,36,50,4
5776305,54,52,7,4,35,5,43,2
8109560,35,41,59,60,12,91,41,2
8451370,89,48,92,79,19,44,66,5
9651478,52,68,92,6,67,53,56,4
5098296,70,63,60,89,64,93,70,5
5248601,61,47,26,13,95,65,53,4
7162830,54,58,28,8,23,45,48,3
9069527,51,65,42,28,27,31,51,4
5192807,21,45,83,33,40,78,42,2
7382694,31,71,77,47,41,77,55,4
8551944,31,30,51,89,19,98,42,2
9689868,73,74,57,39,16,86,67,5
6039746,20,40,47,88,16,76,40,2
7574911,36,49,5,98,36,4,39,2
7738988,63,61,37,70,51,4,56,4
6259398,40,60,91,44,33,17,49,3
8877530,98,62,32,27,86,8,68,5
9115548,46,58,17,50,74,83,54,4
9842952,33,57,52,39,34,33,42,2
7229575,92,60,9,97,73,14,65,5
8271014,12,51,73,7,8,91,35,2
9070857,66,56,31,20,6,10,43,2
6464159,56,42,87,31,62,90,58,4
8073144,35,28,64,96,6,65,42,2
8806012,56,62,39,65,98,12,57,4
5176555,49,56,96,93,98,5,59,4
8656771,29,32,17,21,3,0,22,2
9223107,57,38,10,85,75,92,52,4
6911875,33,56,47,49,97,62,49,3
8119923,41,61,20,76,74,52,54,4
8442915,62,64,48,81,13,66,55,4
6022317,20,61,89,33,12,33,37,2
6954364,33,62,22,83,92,74,56,4
7515244,21,63,14,4,40,79,39,2
8613724,31,66,13,47,16,50,41,2
6287853,77,19,31,59,45,83,49,3
6630150,93,46,45,46,82,59,66,5
7064885,85,63,58,79,6,87,65,5
5403318,52,60,47,52,11,80,53,4
7387533,32,46,57,68,52,28,40,2
7540199,31,26,23,50,73,71,38,2
6585777,25,31,71,68,46,19,36,2
7418180,55,63,16,24,72,82,55,4
8897090,59,59,42,8,13,22,45,3
9018038,69,22,69,79,43,93,55,4
5353599,60,60,82,32,6,28,51,4
6989091,60,23,52,7,4,27,34,2
8557143,51,65,77,0,44,36,49,3
8943087,40,54,17,79,2,54,45,3
5070180,62,32,93,55,53,79,56,4
6583775,64,33,49,96,95,25,53,4
9590197,13,41,43,38,61,87,36,2
5664173,66,41,11,67,21,75,51,4
8097463,28,63,21,49,86,76,49,3
9168472,65,53,7,36,33,42,46,3
9567160,28,48,18,41,34,61,38,2
6231188,59,47,94,17,14,43,48,3
7606613,28,34,35,89,97,32,40,2
8607400,32,54,42,35,7,26,42,2
9859648,56,62,90,40,27,47,55,4
7629767,89,51,39,22,42,19,58,4
7758073,29,65,13,21,23,43,41,2
9529576,42,48,34,31,91,4,44,2
8078614,83,27,33,2,71,67,52,4
8201723,50,46,76,45,34,0,42,2
8736133,67,56,16,93,90,75,61,4
9904109,74,59,80,33,78,60,64,4
6217695,45,40,93,72,6,69,46,3
8948072,11,49,71,50,40,2,34,2
9676396,19,80,43,5,93,47,48,3
6742460,52,46,12,36,27,16,41,2
8234856,33,56,47,15,81,57,50,4
9198850,64,37,50,91,64,98,63,4
5136086,37,59,35,67,61,60,52,4
7424253,74,35,74,42,91,65,61,4
7704710,39,50,74,31,22,84,47,3
8176923,43,60,44,22,7,15,40,2
6845348,32,79,4,78,88,28,54,4
6958469,51,22,33,35,8,30,33,2
7355156,66,57,63,11,88,64,56,4
6032005,39,61,48,55,57,71,54,4
7702289,78,45,5,11,53,60,48,3
9799177,60,62,53,93,47,10,57,4
5676805,34,42,68,97,49,97,50,4
8867346,59,35,9,31,40,15,38,2
9582726,60,42,50,65,75,49,53,4
9886476,53,36,25,64,12,10,42,2
7007767,20,31,12,67,74,39,33,2
7020470,68,46,43,29,16,44,46,3
9872107,64,67,59,54,86,19,61,4
5072704,51,43,84,38,97,77,59,4
5576983,28,48,77,48,80,0,45,3
6594345,88,54,14,4,84,98,63,4
5537507,61,65,11,19,87,53,56,4
6005749,51,23,62,52,5,51,39,2
6781281,58,51,24,33,82,45,50,4
8277496,57,40,96,5,35,83,46,3
5434706,31,55,58,16,25,40,38,2
6568583,61,43,89,17,95,28,56,4
8303092,25,74,13,82,61,81,52,4
8455459,83,66,0,56,79,36,65,5
5471845,69,50,76,6,69,81,57,4
5777227,11,57,86,64,41,71,41,2
6216255,69,48,99,45,70,10,57,4
5866009,71,75,30,47,46,91,67,5
6883381,32,60,78,46,9,35,44,2
6971090,5,41,40,61,38,79,31,2
7582704,77,54,5,69,88,84,61,4
5072817,37,55,63,6,45,21,40,2
5380560,75,40,22,46,90,73,57,4
7724404,63,51,92,36,51,0,52,4
8371496,37,46,83,86,67,17,48,3
6258221,58,32,92,99,22,46,53,4
8624327,38,55,93,19,77,92,54,4
9592307,63,33,51,55,56,44,49,3
6333316,22,44,63,57,96,30,38,2
6378249,26,71,92,82,9,13,48,3
9413489,86,55,33,69,1,45,56,4
6466987,54,54,59,60,6,96,54,4
6654367,47,44,77,88,30,61,50,4
8503069,66,65,33,37,2,96,55,4
9997856,49,55,78,87,71,43,56,4
5990508,90,80,31,14,8,3,62,4
6379801,82,64,92,65,12,10,65,5
7428874,50,56,61,54,99,52,60,4
9090435,29,62,78,54,7,85,47,3
5821657,65,18,78,94,61,65,52,4
7882735,77,62,61,53,11,86,64,4
9558993,30,63,30,76,31,97,49,3
5623497,29,53,7,88,70,47,43,2
6665970,47,65,29,37,22,27,48,3
9041197,13,24,52,99,60,73,36,2
9980272,37,69,28,97,35,14,47,3
5589414,59,40,4,45,78,38,49,3
7857686,73,63,11,68,47,31,58,4
9436332,18,79,30,51,21,69,45,3
9569066,68,55,7,54,91,33,57,4
5895590,66,49,26,38,74,38,53,4
6691403,9,47,58,9,91,88,38,2
8166285,80,68,86,5,14,0,62,4
8358941,39,59,38,63,40,30,49,3
6504023,65,36,98,92,60,16,59,4
8069312,31,42,55,83,41,85,43,2
9616917,35,56,42,20,86,70,46,3
5055520,57,58,53,4,74,48,54,4
8396445,95,41,86,91,76,65,70,5
9526238,39,50,66,61,77,28,50,4
5241085,58,48,85,72,88,95,62,4
6539302,63,42,75,49,63,44,53,4
7589164,47,33,94,15,79,77,45,3
7679876,59,38,52,40,87,58,51,4
5411609,54,38,28,81,75,45,49,3
6433896,49,44,36,23,65,95,51,4
9843647,55,63,35,44,25,88,54,4
5289792,38,40,60,40,10,13,37,2
7704525,31,36,72,64,50,20,42,2
9518474,73,52,76,98,37,75,64,4
9669749,31,63,57,98,73,94,60,4
5774282,67,38,53,2,57,46,47,3
7358923,50,50,11,61,52,98,50,4
7729514,44,73,27,25,1,88,51,4
5774262,46,61,96,82,10,45,53,4
6622501,63,66,74,79,49,16,59,4
8377706,55,50,71,74,28,5,48,3
7141506,27,42,39,5,43,47,33,2
8748432,34,56,96,75,80,14,53,4
9176370,38,31,53,30,26,80,39,2
5853857,65,52,7,88,99,74,59,4
8960106,53,24,58,24,14,40,38,2
9891571,56,41,69,17,4,37,43,2
5875671,76,72,16,41,88,27,64,4
6100524,53,38,96,48,96,43,57,4
7547833,38,53,8,95,4,35,42,2
8375662,47,28,41,82,86,22,44,2
6552398,56,73,35,97,93,34,66,5
6923792,31,41,21,64,58,39,40,2
9923892,57,55,47,7,39,66,54,4
6008344,30,43,71,21,75,21,42,2
8352934,52,43,70,35,25,91,49,3
8471279,31,72,9,46,36,94,51,4
7914323,39,78,99,55,55,60,59,4
9916593,46,26,81,38,38,10,38,2
9946506,55,48,14,80,33,14,43,2
5212952,63,53,83,69,51,50,59,4
6443577,91,60,50,73,77,38,68,5
7515981,14,57,85,38,51,45,40,2
8455851,50,81,87,67,17,52,60,4
5334149,28,68,82,73,40,9,45,3
7443808,58,33,44,82,79,69,54,4
7899065,72,46,61,75,61,32,58,4
8734317,92,53,53,71,69,91,72,5
5637610,38,36,83,60,12,1,39,2
8376175,45,55,36,53,14,4,39,2
9071848,62,67,24,70,57,96,64,4
5795695,33,43,70,82,42,52,42,2
6494216,66,54,21,38,8,64,49,3
8879746,45,50,47,69,37,95,50,4
5491619,24,33,97,44,90,90,45,3
6060455,47,46,17,5,73,94,45,3
9100858,62,66,2,43,62,79,56,4
9621722,39,41,1,69,48,1,39,2
5484988,71,67,46,48,25,20,58,4
5671236,46,41,56,9,12,35,34,2
8658495,10,47,61,35,61,84,38,2
9083104,59,44,2,69,64,74,52,4
5259201,55,57,0,89,64,14,50,4
5351211,73,64,37,52,51,92,67,5
8169627,62,54,50,90,61,84,62,4
9075378,87,58,10,56,83,72,66,5
5887191,73,35,12,36,28,46,43,2
7564972,41,46,97,91,40,62,51,4
7966760,53,77,3,32,81,32,57,4
8161477,51,25,48,98,38,36,43,2
8887356,34,48,30,89,32,92,49,3
9253394,65,34,48,82,95,70,59,4
9968823,25,33,16,97,22,68,35,2
5958411,24,47,64,68,75,91,48,3
6564405,60,64,33,80,17,88,55,4
7868024,59,52,68,17,66,27,50,4
9986225,92,41,94,80,12,65,66,5
6543412,29,59,80,22,14,44,45,3
7796548,13,57,15,33,79,48,38,2
8529984,67,38,10,99,8,33,48,3
9696136,54,65,36,6,87,86,58,4
5406345,72,69,25,61,19,69,61,4
6019188,56,21,72,4,33,21,35,2
8271259,60,50,47,37,0,51,50,4
9664936,9,43,63,24,88,60,35,2
6219812,64,48,89,67,59,64,62,4
6453456,46,76,86,18,46,45,56,4
7977806,10,60,13,30,26,36,31,2
8667118,57,60,97,69,61,37,62,4
7666668,63,39,61,50,79,55,57,4
9280693,34,45,80,7,12,14,35,2
9783276,1,60,95,51,87,62,41,2
7658199,61,40,7,18,23,79,48,3
9116306,19,59,22,9,25,26,33,2
9381934,50,41,59,12,61,14,39,2
9913830,77,52,73,91,76,84,71,5
6240268,19,34,23,79,80,88,37,2
7966894,47,49,22,84,55,20,49,3
9498611,23,36,8,79,87,63,39,2
5078279,71,70,55,14,74,19,60,4
6655120,44,61,61,35,98,60,59,4
9195436,50,54,73,15,28,81,51,4
5051685,31,33,75,57,23,90,41,2
6483028,43,61,93,71,1,67,53,4
9961211,30,43,89,26,87,7,44,2
5426746,20,53,52,48,49,88,44,2
6457136,24,55,33,45,55,33,37,2
8065779,30,68,95,77,96,29,57,4
5023474,19,35,44,95,94,8,36,2
7573113,77,59,89,24,43,21,57,4
8264330,65,63,25,70,90,82,61,4
8547325,23,34,77,80,20,27,41,2
5689639,23,49,92,18,71,77,47,3
6622439,23,72,30,68,68,97,54,4
9312299,68,64,75,13,0,55,57,4
5032651,62,45,26,84,58,15,49,3
6097160,74,61,9,79,66,11,61,4
7928328,64,82,61,59,47,88,68,5
9534989,16,38,93,95,46,31,39,2
6284041,23,45,16,3,50,33,34,2
7061678,59,38,61,1,31,94,48,3
9615355,57,33,27,45,86,83,49,3
7577331,12,33,29,1,98,22,27,2
8078063,72,55,80,19,24,46,55,4
9971333,8,71,59,68,88,50,49,3
5062416,11,44,96,85,6,69,36,2
5112145,89,70,41,38,88,76,77,6
6972793,52,43,74,54,44,0,47,3
9255784,12,34,11,4,26,55,23,2
7604563,38,31,38,58,88,33,42,2
8757058,77,42,21,50,48,99,58,4
8839395,31,57,36,71,38,48,44,2
9876162,51,53,75,44,6,75,51,4
7949125,46,53,50,74,58,12,52,4
9446749,71,53,45,85,72,21,59,4
9552570,32,34,57,76,39,85,43,2
7016040,33,61,74,57,88,17,49,3
7257461,39,45,6,94,4,71,46,3
9144203,17,44,34,90,98,58,45,3
5056134,40,42,92,75,35,74,52,4
6698544,68,52,43,4,12,83,48,3
9992579,79,60,13,93,33,25,58,4
5004936,68,71,21,52,63,36,58,4
5140068,32,56,1,83,44,73,48,3
5298925,35,35,29,62,26,1,32,2
9192450,49,55,97,67,38,83,56,4
7884381,31,17,60,38,68,58,37,2
8140650,55,53,38,3,7,0,41,2
8239077,52,45,40,80,3,91,47,3
5642621,51,33,12,67,74,74,45,3
6095555,56,49,72,15,62,39,51,4
7101566,67,53,82,56,66,27,57,4
8822214,43,46,13,28,34,36,38,2
5533888,43,72,76,97,61,28,62,4
6001809,29,42,8,89,52,72,41,2
6431248,78,25,49,76,5,58,50,4
5168940,56,67,21,5,26,98,56,4
5658128,86,80,85,6,18,64,68,5
5677660,89,42,30,6,65,80,60,4
6265331,10,70,47,51,66,0,41,2
6463515,12,45,15,50,95,37,38,2
7283318,25,55,51,69,99,52,48,3
9530502,32,45,4,43,54,79,43,2
6815824,72,27,35,52,95,15,48,3
6916323,43,30,51,61,87,43,44,2
7231372,40,31,44,10,34,48,36,2
5826347,73,68,33,76,98,26,65,5
6633338,46,39,56,16,3,66,42,2
9220311,66,42,71,30,20,75,48,3
9269003,56,51,33,85,11,47,51,4
5722782,73,55,89,62,68,95,69,5
5973146,10,48,5,47,35,77,32,2
6107781,71,46,89,40,22,38,58,4
9324041,76,57,66,87,40,96,68,5
5592873,72,62,15,84,54,76,58,4
5799380,58,36,29,36,49,19,44,2
7096093,49,60,31,84,46,37,49,3
8537256,44,27,33,75,91,41,43,2
6106266,50,37,73,45,23,27,42,2
7104615,19,34,92,79,18,69,37,2
8364332,64,55,0,56,3,36,44,2
5280140,39,52,59,10,10,60,40,2
5450539,19,55,59,45,14,5,34,2
6617599,84,50,20,46,1,76,56,4
6516355,80,47,98,30,52,88,64,4
6563145,58,43,39,37,61,72,51,4
8020081,4,58,21,88,17,65,38,2
5279669,90,26,61,46,88,92,62,4
8774785,40,51,93,56,95,37,53,4
9270598,58,49,82,57,67,0,50,4
6848766,55,26,60,7,93,92,45,3
7278630,16,32,5,43,49,35,32,2
7778283,54,46,41,63,9,60,46,3
6577479,67,24,65,82,77,3,50,4
8772781,42,36,17,54,84,95,45,3
9290979,70,26,46,73,78,59,55,4
9486353,2,33,18,27,32,40,22,2
7264958,54,39,4,78,23,52,42,2
8456266,46,44,64,87,33,1,50,4
9371937,73,53,28,57,45,59,60,4
7520600,59,46,59,17,18,44,46,3
9194669,32,49,59,12,42,71,42,2
9531119,67,53,60,91,76,77,62,4
5701399,48,63,5,89,8,52,46,3
6951119,45,17,73,81,55,40,41,2
7745059,22,53,54,14,12,34,34,2
8951163,29,6,58,90,66,54,37,2
6187152,53,61,32,96,71,73,59,4
8362459,29,23,46,67,94,17,34,2
9549841,44,43,4,77,45,70,45,3
9655223,91,59,2,95,33,23,61,4
7332965,69,25,91,71,59,30,52,4
7376216,80,35,72,65,54,29,54,4
7697862,16,51,37,2,53,52,34,2
8947443,60,48,95,92,2,12,51,4
5044009,80,17,45,1,63,73,46,3
6141409,97,50,68,8,5,32,60,4
9992248,62,80,20,62,77,51,63,4
5771535,74,52,42,77,55,8,56,4
7451292,45,38,56,74,9,19,39,2
7866122,88,59,31,93,17,33,64,4
7556137,44,55,25,4,66,15,41,2
8830312,43,65,80,7,93,32,50,4
9996670,85,48,51,53,7,6,52,4
5539493,66,56,59,93,67,16,61,4
7815068,86,53,31,36,76,15,61,4
8976161,61,46,16,88,97,70,56,4
5014322,31,47,23,29,63,34,37,2
5714507,66,54,64,76,66,55,57,4
7912961,54,39,8,32,58,31,41,2
5948154,85,55,69,99,85,8,70,5
8162082,41,61,68,36,59,92,55,4
8210126,32,59,48,22,7,61,37,2
6227121,37,59,19,58,10,60,43,2
6808170,55,41,27,29,78,32,44,2
9776800,30,28,29,79,95,24,38,2
6871137,31,54,61,61,6,11,41,2
7862419,27,38,43,9,36,83,32,2
8459608,52,55,52,42,5,6,45,3
5110143,34,29,63,77,26,61,40,2
7959640,53,58,22,17,81,26,52,4
8244748,63,41,44,73,14,26,47,3
5678475,59,67,92,17,54,65,60,4
6447632,20,56,80,48,16,8,40,2
9590379,63,60,49,64,38,33,55,4
5794444,41,49,91,83,46,67,51,4
8259132,69,55,10,59,9,82,57,4
9047999,65,62,20,70,49,21,53,4
7157348,17,60,86,90,16,88,51,4
8428941,81,55,8,91,26,45,55,4
9782914,33,46,72,17,85,35,43,2
7251918,49,42,66,60,31,92,51,4
7826943,47,34,56,94,83,84,53,4
9652664,63,49,8,64,69,19,50,4
5566824,50,69,13,41,84,2,51,4
6823396,65,50,17,35,86,14,51,4
7257901,38,41,73,54,35,78,47,3
5121594,41,46,30,86,4,96,49,3
5605581,41,39,62,41,86,1,44,2
6975090,38,48,83,9,37,63,43,2
5207612,54,66,57,21,90,33,56,4
6762804,71,83,23,81,26,13,61,4
9699462,79,46,28,62,22,2,53,4
6652431,61,55,42,14,80,43,55,4
6919801,27,54,73,19,88,59,46,3
9466565,63,56,99,43,89,72,64,4
6152660,10,45,75,49,74,98,48,3
7754172,53,51,26,96,18,39,51,4
9483120,37,50,93,62,68,16,46,3
5095498,36,39,99,61,1,64,44,2
8364006,51,46,87,95,57,83,58,4
8588777,61,26,68,26,64,97,53,4
9539427,27,37,99,49,44,78,43,2
6000548,61,38,65,33,52,75,49,3
6852770,75,32,26,19,71,85,52,4
7337503,94,51,4,91,19,16,57,4
5329409,50,43,64,11,22,72,46,3
5673756,24,40,52,97,41,19,37,2
6725402,52,45,43,17,98,53,53,4
8460112,22,54,5,53,94,92,46,3
6554293,27,36,23,43,81,29,36,2
7370663,33,34,19,34,20,23,30,2
7839926,70,84,89,76,98,47,78,6
8127960,50,49,63,80,30,8,52,4
6247593,77,30,82,44,73,72,57,4
7318528,62,71,64,21,32,83,60,4
9530672,46,40,38,11,64,83,44,2
6993400,31,45,55,49,15,58,40,2
8709470,50,31,75,98,59,67,50,4
9626194,39,19,76,50,63,96,43,2
9927037,53,33,21,63,74,80,45,3
8205143,20,37,16,86,10,38,31,2
9293752,64,39,29,44,83,33,51,4
9673872,67,46,16,61,88,88,59,4
5670776,57,58,54,38,7,1,45,3
6247417,56,38,99,17,63,49,54,4
8448046,33,41,55,55,89,54,48,3
9595861,80,48,32,32,88,97,63,4
5319677,84,46,26,16,51,83,58,4
8377631,74,36,84,89,84,49,63,4
8971950,18,64,75,33,48,53,43,2
9508738,66,56,55,92,90,31,60,4
6138174,23,58,18,75,4,88,40,2
6897198,24,36,40,94,11,53,37,2
9434319,12,61,76,67,16,43,42,2
5723883,60,49,97,39,31,40,56,4
6827931,55,51,90,6,76,80,53,4
8644660,46,49,64,3,37,31,44,2
6837040,23,33,3,39,73,73,33,2
7201557,36,32,37,8,2,57,33,2
8016898,56,33,62,69,19,76,45,3
5325328,90,60,68,24,9,10,58,4
9202922,54,55,56,7,88,78,54,4
9410781,55,56,42,61,80,78,58,4
5832183,72,39,11,85,18,38,47,3
6723276,30,50,44,24,86,7,41,2
9071237,55,40,25,44,40,82,48,3
6815760,48,46,61,41,10,82,48,3
8545694,64,56,97,47,80,88,65,5
8775972,21,50,53,43,64,21,41,2
9223888,57,62,67,55,35,17,54,4
7205180,41,49,88,82,97,71,56,4
7728017,61,30,74,2,20,66,44,2
7784212,60,60,46,83,19,53,57,4
9199836,63,69,3,73,65,30,58,4
7531932,80,62,97,4,78,46,69,5
8631475,41,31,62,23,81,79,42,2
9287573,87,44,48,74,60,67,66,5
5242608,36,65,51,54,86,4,46,3
6125096,42,31,94,62,93,49,52,4
6805954,17,49,72,69,35,12,38,2
5161977,44,56,24,12,38,28,42,2
6651518,50,44,60,36,68,81,50,4
6663806,29,52,48,78,20,81,49,3
9216717,13,42,93,11,5,94,34,2
7636710,39,29,30,38,6,42,31,2
9404263,31,64,0,4,88,39,44,2
9641516,67,16,22,63,87,29,43,2
9768330,58,54,49,32,56,20,46,3
5344513,60,58,20,54,17,97,54,4
5407099,32,19,65,46,43,23,30,2
9740776,72,58,54,96,92,67,69,5
6132788,61,49,3,13,4,4,36,2
8085798,49,51,60,59,38,50,50,4
8919301,74,39,15,9,28,49,49,3
9109531,56,17,38,70,10,15,36,2
5545861,71,52,39,92,19,80,60,4
7891997,39,66,11,55,64,85,54,4
9693645,54,32,8,59,79,37,45,3
6873778,43,25,2,37,78,25,34,2
8476813,64,60,46,40,54,53,59,4
9112759,59,46,13,64,64,83,54,4
9766915,34,68,16,91,86,49,55,4
6653476,29,54,40,62,59,56,47,3
7106422,39,73,11,60,20,79,51,4
7280513,51,30,44,99,36,53,48,3
9832123,27,39,40,10,35,20,30,2
5218369,63,76,31,51,94,94,69,5
5912676,68,84,38,68,22,12,61,4
9588589,49,36,96,23,56,7,44,2
9657530,51,60,51,43,90,65,58,4
5478179,31,60,24,99,17,27,47,3
5982665,17,51,22,77,88,57,41,2
8099794,14,51,84,41,40,60,38,2
