enrolment_id,total_interaction_percent,total_attendance_percent,survey_rating_percent,satisfaction_rate_percent,is_satisfied
7173300,54,47,62,62,1
9326787,76,32,90,52,1
9524198,32,41,40,47,0
7207094,37,31,55,59,1
8997468,63,53,71,58,1
9174115,24,58,73,58,1
5108229,51,43,29,39,0
7507756,51,47,79,77,1
9031765,52,49,99,72,1
9474407,61,47,85,58,1
5140631,59,50,90,59,1
6453963,39,59,98,68,1
7150788,59,74,71,59,1
9331059,88,66,59,60,1
6608924,41,54,34,42,0
6780476,66,39,62,60,1
8636729,37,49,73,53,1
5002759,55,60,82,52,1
5792500,27,61,96,43,0
7566232,52,59,100,66,1
5367799,53,44,64,56,1
7091794,54,47,41,48,0
8542115,57,60,59,54,1
9072537,52,63,80,64,1
5023222,93,63,86,63,1
5268999,74,24,58,62,1
7102419,46,53,94,50,1
9059946,17,67,98,80,1
5347499,43,48,59,47,0
9266386,50,56,39,32,0
9517082,21,46,97,81,1
5362055,49,47,60,65,1
6155688,24,60,63,52,1
6887523,11,54,83,65,1
8839195,26,53,73,43,0
5072184,20,55,83,67,1
5457611,65,56,70,56,1
8039642,30,53,86,68,1
9379985,67,24,72,66,1
5714944,86,60,74,60,1
9283043,30,68,76,54,1
9420094,86,67,78,58,1
7716586,83,50,32,34,0
8076875,48,56,87,51,1
8712628,30,66,66,64,1
6353813,40,36,95,43,0
7267159,39,56,85,56,1
8611437,94,28,54,42,0
9649005,85,57,78,63,1
5343265,44,79,89,64,1
5515485,3,62,81,53,1
7811037,74,58,86,51,1
8551234,43,49,90,75,1
7585640,47,61,65,47,0
8784089,59,59,67,50,1
9248668,57,26,61,51,1
7160867,81,39,76,59,1
7592865,42,51,98,78,1
8499080,29,45,81,81,1
8504670,30,42,94,82,1
5974784,82,55,94,52,1
6070305,57,43,88,73,1
7339475,30,65,36,38,0
5870324,28,59,100,77,1
6279904,80,41,54,48,0
8344219,58,70,72,46,0
5966896,54,40,95,57,1
7020385,73,45,65,66,1
7275934,77,20,57,54,1
8055439,49,40,72,55,1
7573096,43,50,77,45,0
7692962,87,37,42,46,0
8157719,32,44,81,63,1
5052998,28,45,79,48,0
5506856,46,41,65,56,1
8455028,31,39,76,60,1
7215103,51,63,98,64,1
9023231,45,41,83,67,1
9136923,67,33,100,67,1
9378297,65,62,62,58,1
5015734,4,44,52,42,0
5106173,53,43,70,60,1
6157179,29,45,91,53,1
7672540,21,54,70,68,1
6453840,42,36,86,60,1
7027480,18,49,82,57,1
8634293,91,40,83,57,1
6826760,12,57,64,66,1
7637308,56,61,75,52,1
9504027,27,40,74,66,1
9998292,80,45,91,65,1
6134575,47,66,65,55,1
7318737,62,48,71,73,1
9862932,59,55,53,48,0
6804933,11,61,73,57,1
9265204,15,35,73,62,1
9274399,45,44,67,34,0
9577293,80,57,56,54,1
7109976,69,44,55,55,1
9439869,47,31,76,64,1
9674161,53,69,83,67,1
6010476,67,56,56,52,1
8461055,39,57,87,54,1
8856768,46,28,72,54,1
6002628,86,53,95,58,1
7155310,32,52,47,42,0
7526460,85,47,54,62,1
8729399,33,42,79,64,1
5199340,71,61,80,66,1
8072754,60,49,93,65,1
8181620,73,37,91,56,1
5115078,24,51,80,54,1
7817859,66,32,81,62,1
9779727,34,68,81,64,1
9868360,59,51,64,55,1
6493783,40,62,82,58,1
6914193,71,44,62,52,1
7305631,84,51,97,59,1
5292779,42,62,96,54,1
6915628,81,45,64,59,1
7921700,49,25,72,53,1
9691805,89,80,82,60,1
5397079,31,35,65,48,0
5629168,86,39,70,61,1
7267247,55,67,72,54,1
9201381,18,45,85,61,1
5857745,39,28,84,59,1
5951037,72,62,97,60,1
6638329,68,48,95,69,1
8170998,22,24,77,69,1
6262193,77,49,60,44,0
7917963,20,51,62,42,0
9342102,71,29,69,55,1
5444869,75,35,80,68,1
6948437,43,57,55,43,0
9882033,60,52,62,46,0
7296262,20,47,71,65,1
7972801,52,34,87,64,1
8972463,30,76,50,50,1
9147761,78,36,84,46,0
5493419,41,45,78,56,1
7881146,43,67,96,65,1
8797432,51,76,54,52,1
9702057,40,23,80,64,1
5033661,44,58,61,53,1
7718937,15,74,69,64,1
9100923,45,44,59,65,1
6059355,84,48,83,50,1
6616235,70,39,66,45,0
7476950,57,49,59,55,1
9390075,40,72,92,76,1
7927378,56,30,86,58,1
8213079,34,26,99,76,1
8345076,40,66,77,62,1
9244255,59,61,90,54,1
5225692,50,57,77,57,1
6518938,62,41,58,47,0
8846936,39,36,96,88,1
5746297,61,61,92,84,1
6914606,73,32,99,77,1
7005912,34,75,78,55,1
7091786,37,31,76,75,1
7042313,74,51,56,55,1
9096332,51,43,87,69,1
9778097,80,46,92,55,1
5903387,35,56,52,66,1
6368351,60,64,71,75,1
6822372,70,52,50,48,0
7278035,33,53,35,39,0
7634859,43,32,89,68,1
8963874,49,49,77,63,1
5405386,65,47,56,56,1
8780297,41,45,53,53,1
8960965,47,61,86,68,1
6216094,48,44,87,66,1
8260604,38,45,75,61,1
9863724,72,54,51,53,1
6319752,53,61,49,33,0
7692549,38,36,95,73,1
9747171,38,28,80,44,0
9814387,58,50,60,50,1
7116942,54,66,98,69,1
7300263,28,58,82,55,1
8337111,67,76,72,72,1
9838508,35,41,98,66,1
6377506,36,38,76,69,1
6876046,54,31,70,51,1
8012142,47,46,69,53,1
8463709,95,44,80,60,1
8785286,55,57,61,38,0
9174077,68,46,55,49,0
5688189,36,46,74,66,1
8885255,47,56,89,58,1
9344988,84,46,73,66,1
5175573,22,62,74,58,1
5365756,16,60,44,47,0
5985407,27,49,73,63,1
7317242,67,33,51,50,1
5812266,43,61,89,69,1
7511400,26,33,77,61,1
9652409,43,77,96,70,1
5701873,31,49,85,66,1
6681455,48,36,34,36,0
7073075,27,38,92,66,1
7083516,69,51,65,52,1
6465904,19,59,90,65,1
8353178,73,71,70,56,1
8647355,66,40,57,60,1
9342351,58,61,96,68,1
5106995,50,52,82,52,1
7632193,9,30,96,58,1
7721109,43,26,100,60,1
7004483,88,63,87,59,1
7066346,31,39,52,48,0
7690034,71,68,80,50,1
5390815,16,58,96,60,1
7290507,70,32,87,75,1
8109483,25,57,95,69,1
8929468,50,47,83,69,1
5680374,47,35,87,79,1
6552642,70,56,52,64,1
7523117,22,49,85,53,1
7284076,67,42,97,73,1
8302584,24,56,96,79,1
9063813,69,64,66,40,0
6765481,58,42,52,36,0
7581472,77,39,66,50,1
8619063,11,57,92,74,1
6882147,44,53,74,72,1
8647635,55,43,93,51,1
9351952,60,42,86,48,0
5057837,11,48,44,32,0
5356374,61,64,78,72,1
5473690,47,35,88,76,1
5913436,69,48,94,76,1
5170090,26,32,97,79,1
5174133,37,34,84,58,1
6917082,31,39,45,50,1
7374496,41,49,56,44,0
8115295,17,56,72,50,1
8453171,29,32,79,62,1
9371279,53,45,100,60,1
5160787,71,66,76,54,1
5670925,39,41,64,54,1
9106612,93,51,49,47,0
9378587,34,57,86,70,1
5041878,27,65,51,40,0
7188386,78,26,85,64,1
9998358,66,50,97,57,1
5459675,28,60,37,37,0
5502834,29,39,87,64,1
9057529,15,35,93,71,1
5276589,12,38,88,74,1
6095739,49,73,82,50,1
6919469,69,29,60,54,1
8489688,30,64,81,53,1
8175754,59,18,95,69,1
8297504,30,52,92,48,0
8382636,35,55,72,44,0
5697111,27,30,83,57,1
7519618,55,39,80,71,1
8177737,35,55,56,54,1
6216000,51,32,74,58,1
6534776,94,49,78,69,1
9336720,50,41,53,41,0
9941235,59,56,67,58,1
6265214,5,62,48,48,0
8062970,24,62,82,65,1
8806495,55,64,100,70,1
5195982,47,42,91,66,1
5486620,73,36,68,50,1
5701376,63,35,75,53,1
5054208,25,30,81,69,1
6404870,28,55,38,41,0
6698166,42,43,100,66,1
8329424,63,65,82,56,1
5780228,29,59,91,51,1
6413863,67,60,77,67,1
7434466,68,35,70,65,1
8047981,39,64,53,48,0
9664236,69,36,100,69,1
9990468,40,41,77,55,1
6736793,62,57,89,55,1
7823425,31,49,70,66,1
9822456,73,59,93,67,1
5684880,76,60,44,42,0
7342121,62,60,60,62,1
8004613,59,47,68,48,0
9957963,56,25,50,48,0
5139425,52,62,77,70,1
5522849,16,46,75,40,0
5684197,37,60,67,65,1
7688060,68,55,96,70,1
8471674,84,65,66,48,0
8985199,52,22,74,66,1
5372889,85,53,51,50,1
6411392,71,52,74,60,1
9917663,75,39,61,39,0
5836135,57,42,62,43,0
5875217,56,60,94,56,1
5881275,63,79,80,51,1
5172284,71,54,74,48,0
7933717,23,59,88,66,1
8015048,15,60,35,39,0
8390980,40,49,95,64,1
8949844,67,44,97,53,1
9245803,29,43,95,82,1
5220502,34,56,64,57,1
6670021,32,60,78,68,1
7145643,19,42,93,65,1
5291147,42,54,78,75,1
5372635,29,53,97,81,1
5603154,87,49,98,56,1
5487303,71,41,54,44,0
5747778,54,41,60,55,1
6659051,67,68,92,65,1
9178824,26,45,65,57,1
5800574,70,68,89,62,1
7825290,60,47,60,59,1
9304761,48,31,69,60,1
6259840,59,34,87,69,1
7577230,18,32,45,40,0
8357111,74,32,94,64,1
8750614,97,21,99,60,1
5373947,52,62,63,55,1
6402387,50,53,51,63,1
7788966,40,73,67,51,1
6174983,14,57,87,57,1
7752354,39,30,54,49,0
8199689,61,76,85,57,1
5617862,47,26,45,41,0
5902934,49,65,56,40,0
7560116,35,66,41,47,0
7895997,80,59,42,42,0
5601430,48,44,89,73,1
6078989,74,33,70,62,1
8668557,36,28,90,68,1
9968353,35,39,67,45,0
5013768,55,66,74,48,0
7415496,83,42,82,68,1
9822431,6,50,100,68,1
6637534,65,44,60,34,0
8192491,68,64,60,62,1
9845012,71,57,90,55,1
5590483,75,76,90,68,1
8166334,45,29,89,51,1
9067724,62,58,90,68,1
9213362,47,62,73,55,1
6572519,29,45,68,64,1
7553944,45,51,84,56,1
7649511,29,29,58,48,0
8533589,50,26,90,50,1
5786440,65,38,97,63,1
7343986,47,43,65,56,1
9631203,38,69,66,53,1
9774924,9,61,90,59,1
6340295,46,42,73,67,1
8281215,62,64,53,54,1
8515435,44,35,46,49,0
5789845,48,38,94,73,1
6936870,89,51,74,62,1
8406891,37,56,72,51,1
8635946,68,58,83,63,1
5029935,58,41,55,48,0
9128321,53,40,84,76,1
9812371,31,63,81,73,1
6368059,66,28,98,71,1
6455896,76,53,75,76,1
8316580,34,31,84,56,1
7114622,64,31,51,53,1
7942676,84,34,55,51,1
8012778,91,50,72,51,1
9628237,48,60,86,71,1
6391544,55,61,66,52,1
7260838,9,60,61,50,1
7994929,55,29,66,35,0
8964475,70,70,81,43,0
7402918,68,46,81,55,1
8514870,68,50,59,41,0
8678141,47,40,45,49,0
9413113,47,51,62,42,0
5943818,42,36,65,41,0
7217375,48,55,97,80,1
9796366,63,76,75,50,1
5955404,74,71,83,50,1
6134071,75,28,90,62,1
6485926,41,58,58,56,1
5339070,19,50,86,64,1
6700976,43,55,51,49,0
8274141,71,51,44,50,1
8243448,49,54,89,73,1
8949544,40,30,95,73,1
8955654,84,49,86,78,1
9347376,36,52,69,61,1
5821817,42,63,81,56,1
5998649,83,27,77,67,1
6001041,71,58,84,57,1
5644313,30,64,81,59,1
6255051,27,42,68,46,0
7540854,58,47,75,48,0
6193313,42,66,67,41,0
6699480,40,57,71,55,1
7836772,77,42,86,70,1
5094621,17,64,98,75,1
5809624,63,65,70,59,1
7085036,24,48,66,56,1
9164654,66,47,62,48,0
5144422,47,42,88,62,1
6525580,93,57,98,72,1
9348920,45,60,63,63,1
7072220,65,42,76,60,1
7966482,70,70,67,45,0
9573097,72,62,87,49,0
5039528,20,66,90,58,1
7140518,46,61,96,76,1
9273074,71,48,56,64,1
5062488,12,50,72,41,0
7622224,32,59,37,46,0
8488023,62,46,63,63,1
7003031,48,63,56,46,0
7725868,19,51,51,50,1
7960991,13,58,100,75,1
9024800,70,56,91,67,1
7668643,33,63,41,35,0
8110368,58,24,63,61,1
9819812,57,56,75,67,1
6872934,24,40,99,63,1
7055585,69,55,84,58,1
7319277,76,73,76,59,1
9348357,38,62,32,26,0
5277785,37,53,94,75,1
6152705,53,23,76,68,1
9267858,45,50,77,54,1
5679574,41,46,54,44,0
6208558,78,27,90,55,1
9699736,29,57,66,68,1
6359717,64,47,89,65,1
7378256,54,56,41,45,0
8795685,48,71,53,48,0
5077260,60,53,65,66,1
5373280,88,40,67,50,1
6156421,48,39,64,64,1
7475935,54,62,65,43,0
5522099,45,54,64,56,1
6722947,71,40,61,53,1
8137299,96,46,96,66,1
9115047,62,41,49,51,1
7500168,35,50,56,50,1
9405765,54,61,71,46,0
9500766,44,46,51,25,0
5472692,14,51,98,76,1
6318654,57,66,87,60,1
9776313,54,57,99,70,1
5820209,76,38,91,55,1
6166225,92,54,84,56,1
6203330,26,74,88,72,1
9918608,26,47,53,56,1
5388096,58,65,76,62,1
7857556,58,51,83,64,1
8689160,30,58,94,62,1
9600309,22,50,63,43,0
6303934,60,60,50,49,0
6500993,34,38,84,64,1
8618717,59,45,93,62,1
5039420,55,69,75,54,1
6568161,12,38,54,53,1
6607782,6,42,74,74,1
7845107,94,44,86,64,1
8033361,56,65,55,52,1
9836340,69,61,92,67,1
5160815,68,21,50,51,1
5805334,21,51,75,59,1
8945079,55,40,84,36,0
7603330,48,69,77,60,1
7978721,38,32,54,45,0
8907090,48,71,56,40,0
6829642,56,64,60,54,1
7812364,37,49,98,69,1
8648011,24,48,93,53,1
5302060,45,59,85,69,1
8452454,18,54,69,52,1
9460857,47,44,67,58,1
5344251,79,36,66,53,1
6134444,61,49,92,70,1
7572816,40,75,61,53,1
7725303,62,46,85,49,0
5981496,52,41,94,65,1
8294939,90,27,60,57,1
8964942,72,53,100,78,1
9871794,36,33,92,66,1
6418808,55,63,41,33,0
7631571,71,60,85,67,1
8361425,69,36,98,47,0
6963494,42,49,95,77,1
7689614,25,83,93,45,0
8151297,37,58,93,75,1
5737919,27,75,90,58,1
6978247,25,60,77,65,1
8659859,60,52,56,60,1
8866024,58,62,65,44,0
5055945,47,60,67,61,1
6290166,76,59,57,51,1
6796349,52,56,83,67,1
7600387,27,68,95,73,1
7806454,57,59,69,55,1
8616944,57,24,91,77,1
6000862,22,44,84,71,1
6166380,34,44,96,68,1
7400809,8,50,81,55,1
6384420,49,38,76,61,1
7334425,59,51,95,69,1
8980678,58,62,71,44,0
9259775,17,82,91,54,1
7670216,38,55,91,67,1
7902705,61,68,91,56,1
8116552,62,42,100,76,1
9697186,23,60,66,64,1
5392537,52,48,83,54,1
6080039,37,60,58,33,0
6686243,41,46,96,62,1
7878092,73,60,80,52,1
5728121,51,65,89,80,1
6684437,76,46,79,71,1
6785413,51,65,45,45,0
5255033,44,35,71,60,1
8934969,52,20,79,63,1
9800286,27,37,53,38,0
5612356,25,45,57,43,0
5891156,36,67,83,76,1
6158280,28,15,90,50,1
6660608,63,67,84,57,1
7330999,39,44,54,39,0
7516175,48,69,74,38,0
9194965,30,39,75,51,1
5659774,38,36,37,40,0
7310931,39,57,95,65,1
8405041,77,32,69,58,1
8444100,63,32,75,55,1
7027514,55,36,72,60,1
7715929,35,53,90,67,1
9478083,36,63,63,63,1
9729497,27,65,74,48,0
6488349,36,60,56,48,0
6555113,75,68,65,51,1
8077620,32,51,87,55,1
8681459,78,44,82,70,1
8829251,78,37,69,50,1
8870739,39,54,85,53,1
5097665,68,57,78,86,1
6234295,86,58,86,58,1
7338623,91,43,90,70,1
5041123,76,41,56,40,0
7936081,49,46,93,67,1
9418858,26,65,59,47,0
6148701,67,43,91,55,1
6582255,58,59,79,55,1
8261544,60,49,96,57,1
8986310,39,45,96,66,1
6822975,38,72,100,74,1
7697832,43,76,96,57,1
8689141,83,42,99,74,1
6622650,52,19,98,72,1
7192519,43,73,60,60,1
7204233,73,64,97,71,1
8204305,42,57,81,65,1
6586512,59,40,97,81,1
7709050,48,41,94,70,1
9484267,43,50,95,58,1
6754144,30,58,71,55,1
7835512,56,36,75,69,1
8453577,60,41,100,64,1
8453917,41,61,88,60,1
6783544,91,47,66,44,0
6813828,22,60,45,41,0
7465935,6,56,48,38,0
9640988,77,51,85,71,1
5614507,32,46,64,62,1
6494453,70,43,74,60,1
9655568,23,27,60,51,1
9809014,56,48,51,43,0
5448753,44,39,96,75,1
8207799,79,54,47,39,0
8625810,66,37,76,64,1
5446466,65,25,85,70,1
5675694,53,43,75,38,0
7155544,68,50,61,57,1
8927894,58,43,65,49,0
5398971,29,53,52,46,0
8178240,39,49,77,47,0
8495091,77,38,71,62,1
5525560,33,54,72,53,1
5563750,38,62,77,60,1
5991240,61,52,39,33,0
8383193,53,58,98,72,1
5405544,57,70,98,57,1
6349319,46,46,94,60,1
7620966,15,43,69,61,1
7951142,31,41,80,62,1
5599222,34,56,72,52,1
7582578,18,49,45,53,1
8159394,52,53,62,54,1
9182187,56,70,65,51,1
5136792,79,51,49,29,0
5165216,21,71,77,50,1
6089756,63,44,53,57,1
9819222,30,41,100,87,1
5341083,23,44,78,76,1
7047630,26,29,46,48,0
8007082,50,54,73,45,0
8706483,87,46,75,65,1
5772645,83,49,55,62,1
5897135,41,67,40,38,0
7827827,55,62,77,56,1
7530653,66,57,52,42,0
9218838,49,42,50,58,1
9870082,35,66,87,57,1
5480291,30,55,83,66,1
6111342,62,49,65,53,1
6992297,73,44,74,68,1
7523800,54,61,82,61,1
7373949,84,54,86,52,1
8687975,33,40,83,60,1
9059169,92,37,93,65,1
7284372,67,74,98,65,1
7530006,13,45,100,69,1
7775395,20,64,85,73,1
5970356,94,48,94,80,1
7891263,64,48,76,58,1
9481059,43,54,58,48,0
5744020,46,72,91,74,1
5811253,65,55,94,60,1
5832431,49,77,68,56,1
8215320,38,50,80,66,1
5800651,60,37,88,64,1
8395663,46,80,89,72,1
9054217,37,49,95,70,1
5733475,46,44,74,56,1
6459524,25,70,75,55,1
9141362,59,65,75,49,0
5134439,43,64,80,62,1
5790086,19,63,87,66,1
9294885,82,39,87,72,1
5982109,71,73,74,63,1
7630689,29,42,73,60,1
8628572,66,61,95,63,1
9354398,22,46,82,69,1
5390316,87,43,47,48,0
5587071,41,54,76,38,0
9558718,28,44,44,48,0
5470320,38,47,70,52,1
6438330,62,55,84,70,1
8423128,62,52,70,56,1
8801189,18,39,73,59,1
5188445,46,55,89,88,1
6277132,36,44,63,30,0
8127473,32,21,88,62,1
9118832,55,59,100,62,1
6199570,32,75,89,53,1
7245862,58,51,62,48,0
8973901,72,53,42,40,0
9535014,70,55,99,85,1
5109033,73,58,90,72,1
9147700,78,83,69,53,1
9164179,59,66,76,64,1
9893761,44,55,59,43,0
9167301,48,60,69,67,1
9267863,62,63,69,48,0
9950743,23,41,89,50,1
5331928,74,50,78,58,1
6865817,60,53,79,49,0
7426158,19,41,84,86,1
7428839,48,53,82,79,1
5181356,55,40,80,56,1
6157366,64,54,82,66,1
9957278,28,74,57,50,1
7265213,41,54,43,48,0
7539297,69,48,60,41,0
8941925,60,37,71,58,1
6832379,66,55,76,43,0
6970355,84,47,72,54,1
8631402,65,37,64,47,0
5804536,27,54,90,68,1
7324841,8,45,76,59,1
8028446,80,54,93,78,1
8785028,70,53,100,70,1
6650801,45,70,99,57,1
6697803,50,54,89,56,1
7423531,69,54,98,73,1
8117316,16,37,63,66,1
5052707,55,58,87,73,1
9145483,49,66,95,77,1
9368691,62,40,89,67,1
5162369,65,78,80,52,1
7093622,70,46,78,50,1
7686708,22,68,92,69,1
8585153,53,43,87,49,0
5736790,46,50,90,75,1
6892893,24,68,74,73,1
7367527,44,40,88,48,0
8809366,76,69,67,59,1
5176860,51,57,90,65,1
5754724,55,40,88,76,1
6685658,92,42,77,53,1
6941446,39,35,69,59,1
6313875,49,51,77,66,1
7724398,47,36,74,53,1
8328973,41,68,65,52,1
9652504,43,79,73,77,1
6723172,46,61,77,69,1
7916683,34,46,84,86,1
8162920,55,28,72,52,1
5640808,63,38,100,73,1
6200371,52,40,92,68,1
9284704,38,35,83,65,1
6782952,68,44,90,62,1
6857535,71,43,91,64,1
9892797,36,45,80,58,1
5529380,53,36,61,51,1
6410707,43,71,67,55,1
9407281,29,53,100,71,1
5387391,56,83,80,72,1
8173226,75,58,64,45,0
8515197,10,72,58,52,1
9409239,39,58,49,38,0
5553148,34,41,68,60,1
5753567,52,58,73,55,1
8892246,82,58,88,72,1
6792913,74,40,42,53,1
7472690,30,59,69,51,1
9669668,91,60,67,60,1
9713759,55,32,64,55,1
5436690,55,53,45,33,0
5706142,24,44,86,68,1
7138874,29,45,95,55,1
9795076,29,66,56,54,1
7352340,29,44,63,47,0
7873499,19,43,68,50,1
9452394,92,55,97,75,1
9762647,64,50,73,57,1
7317703,42,50,97,69,1
8439498,56,52,100,50,1
8576924,29,32,92,69,1
9664354,92,71,77,47,0
6742477,52,48,65,51,1
7588229,48,58,79,67,1
9192432,47,47,88,71,1
9639269,48,26,62,40,0
8378359,18,33,41,47,0
9138909,37,18,67,62,1
9397191,15,42,73,55,1
6268212,29,48,78,55,1
9540323,52,46,81,68,1
9716885,44,40,94,58,1
6744276,38,62,81,65,1
7033176,38,49,62,54,1
8669840,64,46,74,72,1
5056573,79,42,59,53,1
6822741,36,59,77,62,1
7611575,63,54,66,54,1
9318518,40,52,43,37,0
5380415,22,47,62,41,0
5785532,53,42,58,66,1
8016945,58,57,79,76,1
9945861,44,55,41,29,0
7259821,31,30,58,46,0
9429381,38,62,95,82,1
9465090,29,62,65,59,1
6672214,5,59,93,63,1
8290924,58,34,87,65,1
8689005,90,58,56,44,0
8769598,55,51,73,64,1
6020361,93,38,93,58,1
6533185,25,66,68,62,1
6987250,73,55,91,67,1
9749842,73,50,87,56,1
5364998,21,40,91,67,1
5632837,61,58,87,76,1
6482712,44,44,96,55,1
8741343,53,35,88,68,1
8172561,82,55,93,64,1
8459270,63,51,100,54,1
8675685,33,77,46,36,0
5337834,59,43,69,61,1
6938225,46,51,67,49,0
7583615,61,46,88,68,1
9602979,22,58,75,53,1
5054135,43,39,54,44,0
5933202,40,58,76,60,1
6520903,52,59,99,71,1
7226638,48,62,93,73,1
5275746,38,38,67,49,0
5345886,74,60,52,45,0
6177636,87,51,95,88,1
8391902,41,47,59,43,0
7531979,9,48,35,41,0
7654964,45,57,68,32,0
9547881,57,37,44,50,1
5470022,43,44,73,54,1
7511124,54,79,48,56,1
7841168,50,47,75,65,1
6165294,53,51,83,45,0
6844166,56,31,95,50,1
9128460,32,64,82,64,1
9167229,59,60,69,48,0
5913494,52,49,57,54,1
6193122,21,35,91,52,1
7166643,33,52,93,69,1
5368598,18,34,90,50,1
5620407,71,62,82,51,1
5667686,41,50,65,49,0
5427827,50,52,57,31,0
6693509,58,41,69,45,0
8926882,66,41,75,41,0
9386373,19,54,83,69,1
5369791,83,48,99,65,1
7541307,43,72,53,34,0
8228988,60,36,90,67,1
7999751,35,34,92,50,1
8096364,40,46,71,53,1
8294975,45,55,86,71,1
9129769,44,47,99,62,1
6002194,45,49,69,39,0
8315599,91,36,75,59,1
9496602,4,34,89,78,1
9548219,30,22,72,52,1
6726889,36,32,85,65,1
7595675,68,44,66,52,1
8164523,56,30,83,67,1
8975090,23,42,54,40,0
5696590,22,51,87,55,1
8837098,22,71,87,72,1
9593782,31,82,75,64,1
9879590,60,51,65,44,0
6434550,53,46,64,48,0
8638324,33,59,96,56,1
8792863,44,61,93,69,1
9179792,34,59,71,46,0
5830514,48,62,99,69,1
7006937,48,40,87,65,1
8893245,16,68,70,60,1
7542880,31,43,74,60,1
7593645,82,49,65,48,0
8781554,41,35,61,57,1
5117138,33,65,74,66,1
5672425,64,87,78,61,1
7654900,7,44,97,63,1
8245865,79,45,87,61,1
5115703,27,72,82,62,1
6481947,29,55,70,48,0
8048104,20,27,94,60,1
9710200,66,54,79,43,0
5336959,39,35,76,73,1
8058327,44,62,76,68,1
9028940,43,43,95,68,1
6211856,73,42,95,77,1
6513889,29,34,58,45,0
6624360,72,39,61,41,0
7694879,21,42,56,61,1
6178607,70,54,95,71,1
6188612,47,43,79,55,1
6624508,64,46,89,49,0
8638344,48,71,60,56,1
5691727,52,70,90,66,1
6307852,80,62,79,71,1
6539095,47,70,78,51,1
8861283,56,51,79,55,1
7853489,65,57,65,47,0
9494132,73,56,76,75,1
9528636,41,34,82,61,1
5183871,54,53,73,47,0
5884815,23,74,91,55,1
7991530,39,69,88,64,1
9767573,76,55,66,68,1
6657514,23,45,79,69,1
7588435,30,63,62,64,1
9579003,45,62,79,61,1
5273475,39,47,69,61,1
6065396,73,45,70,48,0
6826194,32,53,85,49,0
7251019,46,38,30,38,0
6502360,66,47,98,57,1
6602124,56,43,83,63,1
9466989,38,68,66,56,1
6003666,45,58,80,52,1
6834310,71,57,94,58,1
9313587,52,67,51,50,1
9787972,56,46,92,64,1
7411011,34,58,91,67,1
9009590,44,46,59,45,0
9295168,15,41,58,60,1
5447681,38,48,93,66,1
9285696,38,60,70,62,1
9854206,36,39,62,66,1
6497339,29,60,91,73,1
7895177,80,69,80,62,1
9163813,64,43,78,56,1
7005788,41,53,65,47,0
7317893,51,76,61,45,0
8641372,32,46,72,64,1
6922775,40,58,73,59,1
7404562,63,36,87,66,1
9241081,78,47,87,68,1
7737586,60,36,59,53,1
7868256,25,46,84,58,1
8180454,28,62,75,57,1
9849501,32,64,70,68,1
5318083,33,49,94,56,1
6791759,47,50,72,52,1
7579588,26,50,60,45,0
7878348,53,67,72,70,1
5919222,64,52,85,49,0
6128317,64,54,55,43,0
8538772,32,70,67,45,0
9403183,48,34,76,65,1
5224248,31,52,90,78,1
5908671,84,64,98,75,1
7650715,79,56,72,66,1
7019900,65,52,63,44,0
8318874,27,36,87,43,0
9697489,34,65,94,70,1
5245629,29,84,95,51,1
6686418,38,67,79,49,0
7674599,72,48,49,39,0
9861958,42,34,85,43,0
7586767,61,53,93,86,1
7637332,66,63,69,58,1
7734565,50,26,74,58,1
9680945,52,30,63,52,1
5133074,53,18,48,46,0
5328584,69,46,92,68,1
6224212,35,52,91,53,1
6276071,39,57,67,46,0
5308993,9,52,66,49,0
6113097,49,46,61,58,1
6127733,38,65,96,63,1
9242312,56,51,48,32,0
5211928,45,57,76,52,1
6240657,47,85,80,60,1
7413099,3,54,71,59,1
5085102,47,62,79,61,1
7223283,47,50,97,79,1
8446234,72,65,80,65,1
6955264,37,62,79,58,1
7050257,68,47,56,60,1
7205701,73,34,100,73,1
5393071,2,48,87,51,1
5919092,75,61,64,50,1
8703844,71,43,91,64,1
6086946,31,39,58,60,1
8685401,37,44,82,50,1
9387494,80,74,96,74,1
5123273,19,62,63,55,1
6813267,97,36,95,64,1
7800256,33,32,63,57,1
8080459,46,35,75,49,0
5432300,37,52,83,78,1
6174539,53,60,45,47,0
6652270,42,44,78,53,1
5094081,81,68,85,66,1
5191126,55,32,60,60,1
6533039,62,68,65,67,1
5612670,66,68,69,60,1
8152760,26,60,99,76,1
9455120,61,44,95,65,1
8321406,22,59,56,42,0
8620263,44,74,84,56,1
9788129,20,51,72,65,1
7265882,73,41,100,66,1
7699004,45,69,90,66,1
8980112,61,41,88,61,1
9566367,14,57,78,70,1
6456365,79,57,75,57,1
7325418,58,53,58,56,1
9189350,48,75,85,75,1
5591238,31,63,97,76,1
5824308,53,72,92,62,1
7296150,54,44,59,31,0
5567313,96,54,56,52,1
6810434,60,37,64,46,0
7642955,24,45,75,62,1
5191222,9,59,96,62,1
9146091,48,46,71,50,1
9735012,41,70,89,61,1
7432494,83,67,31,32,0
8375490,42,42,73,55,1
8748652,86,53,58,56,1
9348538,26,38,48,60,1
5744965,77,43,74,46,0
7532104,68,38,93,67,1
8503122,26,44,89,67,1
9384305,67,53,90,46,0
6775797,56,50,80,59,1
7352915,74,37,65,53,1
8357959,70,50,77,50,1
8955580,45,54,94,70,1
5518474,49,43,82,54,1
